Event ID,Event Name,Year,Country,Region,Status,Submitter,Created At,Updated At,Event Date,Start Date,End Date,Date Comments,Quarantine Start,Quarantine End,Additional Date Info,Latitude,Longitude,Location Description,Original Grid Code,Monitoring Grids,Additional Location Info,Monitoring Programme?,Programme Name,Occurred Before?,Occurred Before Details,Water Discoloration,High Phytoplankton,Seafood Toxin,Mass Mortality,Foam/Mucilage,Freshwater,Other Effect,Other Effect Details,Humans Affected,Natural Fish Affected,Aquaculture Fish Affected,Shellfish Affected,Birds Affected,Marine Mammals Affected,Plankton Affected,Benthic Life Affected,Seaweed Affected,Other Terrestrial Affected,Impact Comments,Terrestrial Comments,Toxin Detected?,Toxicity Range,Unexplained Toxicity,Toxicity Comments,Transvectors,Causative Species,Causative Species Details,Associated Species,Associated Species Details,Syndromes,Toxins Found,Assay Species Tested,Assay Toxins,Assay Concentrations,Assay Methods,Chlorophyll Analysis,Additional Algae Info,Weather Conditions,Wind Direction,Wind Velocity,Water Temp,Salinity,Oxygen Content,Oxygen Saturation,Turbidity,Secchi Disc,Current Velocity,Advected?,In Situ?,Advected Info,Stratification Info,Nutrients,Additional Env Info,Additional Harmful Effect Info,Additional Bloom Info,Management Decision,Economic Losses,References,Contacts
14644,PF-25-029,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-04-14,,,,,,,-16.994,-142.251,ANAA,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14643,PF-25-028,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-04-11,,,,,,,-17.178,-150.244,HUAHINE,,PF-SOC,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14642,PF-25-027,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-04-05,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Chlorurus microrhinos,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14641,PF-25-026,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-04-05,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Serranidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14640,PF-25-025,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-04-02,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Scaridae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14639,PF-25-024,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-31,,,,,,,-16.994,-142.251,RANGIROA,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14637,PF-25-022,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-28,,,,,,,-9.276,-139.746,TAHUATA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Serranidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14636,PF-25-021,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-26,,,,,,,-16.994,-142.251,RANGIROA,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14628,PF-25-013,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-01,,,,,,,-9.276,-139.746,FATU HIVA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Serranidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14623,PF-25-008,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-21,,,,,,,-16.994,-142.251,RANGIROA,,PF-TUAM,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Caranx ignobilis,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14622,PF-25-007,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-18,,,,,,,-16.994,-142.251,RANGIROA,,PF-TUAM,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Scaridae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14621,PF-25-006,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-15,,,,,,,-16.994,-142.251,ANAA,,PF-TUAM,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lutjanus gibbus,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14620,PF-25-005,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-02,,,,,,,-17.178,-150.244,TAHITI,,PF-SOC,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Scaridae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14653,PF-25-038,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-05-19,,,,,,,-17.178,-150.244,TAHITI,,PF-SOC,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Carangidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14650,PF-25-035,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-05-01,,,,,,,-16.994,-142.251,,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Cheilinus undulatus,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14638,PF-25-023,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-30,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,"mix of unicorn fish, Lutjanidae and  mullets",,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14624,PF-25-009,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-22,,,,,,,-17.178,-150.244,unknown,,PF-SOC,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Plectropomus laevis,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14626,PF-25-011,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-25,,,,,,,-16.994,-142.251,ARUTUA,,PF-TUAM,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lethrinidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14627,PF-25-012,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-02-26,,,,,,,-16.994,-142.251,RANGIROA,,PF-TUAM,,Yes,CPF monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14346,PF-25-001,2025,FRENCH POLYNESIA,,Approved,,2025-02-17,,2025-01-07,,,,,,,-16.994,-142.251,TOAU,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lutjanidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14634,PF-25-019,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-21,,,,,,,-16.994,-142.251,ARUTUA,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lethrinidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14632,PF-25-017,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-15,,,,,,,-9.276,-139.746,UA POU,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Balistidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14633,PF-25-018,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-17,,,,,,,-9.276,-139.746,NUKU HIVA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lutjanidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14631,PF-25-016,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-13,,,,,,,-9.276,-139.746,NUKU HIVA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Lutjanidae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14630,PF-25-015,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-11,,,,,,,-16.994,-142.251,FAKARAVA,,PF-TUAM,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Acanthurus nigricans,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14655,PF-25-040,2025,FRENCH POLYNESIA,,Approved,,2025-06-11,,2025-05-29,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Carangidae and Acanthuridae,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14347,PF-25-002,2025,FRENCH POLYNESIA,,Approved,,2025-02-17,,2025-01-11,,,,,,,-9.276,-139.746,FATU HIVA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Variola louti,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14654,PF-25-039,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-05-28,,,,,,,-23.158,-134.942,MANGAREVA,,PF-GAMB,,No,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,Caranx ignobilis,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14635,PF-25-020,2025,FRENCH POLYNESIA,,Approved,,2025-06-10,,2025-03-22,,,,,,,-9.276,-139.746,NUKU HIVA,,PF-MARQ,,Yes,CFP monitoring programme of French Polynesia,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,,No,,NULL,,unknown,,,,,CFP (Ciguatera Fish Poisoning),,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"GATTI, Clémence"
14665,IE-25-002,2025,IRELAND,,Approved,,2025-06-13,2025-06-13,,,,,2025-04-16,2025-04-23,,51.21,-9.93,Kilmakilogue/Ardgroom,,IE-04,,Yes,NMP Ireland,No,Near annual event,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,27 mg/kg,NULL,,,Pseudo-nitzschia australis,Pseudo-nitzschia australis [155000 cells/L],,,ASP,,M.edulis,Domoic acid,27mg/kg,LC-UV,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"ACCORONI, Stefano; CLARKE, Dave"
14618,IE-25-001,2025,IRELAND,ICES: NEA,Submitted,Dave.Clarke@marine.ie,2025-06-10,2026-04-20,2025-01-01,,,,,,,52.05,-6.17,,,IE-02,,No,,,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,up to 27mg/kg,,,,,,,,ASP,,Mytilus edulis,DA eq,27 mg/kg,LC-UV,,,,,,,,,,,,,,,,,,,,,None,None,,"CLARKE, Dave"
14678,NO-25-014,2025,NORWAY,,Approved,,2025-07-21,,,2025-06-02,2025-06-30,,,,,57.93,5.93,"Talgje, Stavanger",,NO-10,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,632 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,,Saxitoxin,632µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14615,NO-25-007,2025,NORWAY,,Approved,,2025-05-26,,,2025-03-17,2025-04-28,,,,,58.424444,8.756944,"Flødevigen, Arendal",,NO-12,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,1094 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,1094 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14686,NO-25-021,2025,NORWAY,,Approved,,2025-09-25,,,2025-07-07,2025-08-04,,,,,67.45,13.42,Ulvsundet,,NO-03,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,1642 µg/kg,NULL,,Pecten maximus,,,,,PSP,,alexandrium spp,Saxitoxin,1642 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14676,NO-25-012,2025,NORWAY,,Approved,,2025-07-21,,,2025-06-02,,,,,,61.88,4.26,"Valsholmen, Ørlandet",,NO-08,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,610 µg/kg,NULL,,Ensis siliqua,,,,,PSP,,,Saxitoxin,610 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14614,NO-25-006,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-24,2025-04-21,,,,,66.050556,12.955278,"Skogvika, Leirfjord",,NO-03,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,408 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,408 µg STX/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14610,NO-25-002,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-24,2025-04-21,,,,,59.02,10.42,"Bøstadbukta, Stavern",,NO-12,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,446 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,466 µg STX/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14616,NO-25-008,2025,NORWAY,,Approved,,2025-05-26,,,2025-03-17,2025-04-28,,,,,59.808056,5.093056,,,NO-09,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,926-397 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,926 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14609,NO-25-001,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-17,2025-04-07,,,,,63.18,6.59,Rundhaugen,,NO-07,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Dinophysis acuminata,Dinophysis acuminata [2080 cells/L] (week 12),Alexandrium tamarense,Alexandrium tamarense [1040 cells/L] (week 12),,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14702,NO-25-025,2025,NORWAY,,Approved,,2025-11-25,,,2025-08-18,2025-10-20,,,,,70.77,20.75,Rundhaugen,,NO-02,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,No,,NULL,,,Dinophysis acuta,Dinophysis acuta [560 cells/L] (week 35),,,DSP,,Dinophysis acuta,Okadaic acid,1069 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14617,NO-25-009,2025,NORWAY,,Approved,,2025-05-26,,,2025-03-24,2025-04-28,,,,,62.733333,7.098611,Cap Clara,,NO-08,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,426 µg/kg,0,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,426 µg STX/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14677,NO-25-013,2025,NORWAY,,Approved,,2025-07-21,,,2025-06-02,2025-06-23,,,,,58.857222,9.436111,"Saltneven, Kragerø",,NO-12,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Alexandrium spp.,Alexandrium spp. [200 cells/L] (week 23),,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14688,NO-25-023,2025,NORWAY,,Approved,,2025-09-25,,,2025-07-07,2025-07-28,,,,,70.77,20.75,"Porsa, Troms",,NO-02,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,,,,,,,alexandrium spp,Saxitoxin,280 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14675,NO-25-011,2025,NORWAY,,Approved,,2025-07-21,,,2025-04-28,2025-06-23,,,,,61.88,4.26,Rundhaugen,,NO-08,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,3953-637 µg/kg,NULL,,Mytilus edulis,Dinophysis acuminata,Dinophysis acuminata [7680 cells/L] (week 23),,,PSP,,,Saxitoxin,3953 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14687,NO-25-022,2025,NORWAY,,Approved,,2025-09-25,,,2025-06-02,2025-07-21,,,,,59.02,10.42,"Børstadbukta, Larvik",,NO-12,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,795 µg/kg,NULL,,Mytilus edulis,Dinophysis norvegica,Dinophysis norvegica [6480 cells/L] (week 25),Pseudo-nitzschia sp.,Pseudo-nitzschia sp. [1600000 cells/L] (week 29),PSP,,alexandrium spp,Saxitoxin,795 µg STX/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14689,NO-25-024,2025,NORWAY,,Approved,,2025-09-25,,,2025-08-11,2025-08-25,,,,,57.93,5.93,Finnøysundet,,NO-10,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Alexandrium sp.,Alexandrium sp. [240 cells/L],,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14613,NO-25-005,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-24,2025-04-21,,,,,63.601111,8.989722,"Fillan, Hitra",,NO-07,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,2444 µg/kg,NULL,,Mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,2444 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14680,NO-25-016,2025,NORWAY,,Approved,,2025-07-21,,,2025-06-09,2025-06-23,,,,,58.424444,8.756944,"Flødevigen, Arendal",,NO-12,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Dinophysis norvegica,Dinophysis norvegica [4160 cells/L] (week 24),,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14612,NO-25-004,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-24,2025-04-21,,,,,60.12,4.45,Ulvsundet,,NO-09,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,440 µg/kg,NULL,,mytilus edulis,,,,,PSP,,alexandrium spp,Saxitoxin,440 µg STX/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14611,NO-25-003,2025,NORWAY,,Approved,,2025-04-28,,,2025-03-31,2025-04-11,,,,,58.424444,8.756944,"Flødevigen, Arendal",,NO-12,Samples from the transect betweek Hirtshals and Arendal 31.3,No,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Pseudochattonella sp.,Pseudochattonella sp. [1500000 cells/L] (31.3 close to Hirtshals),,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,"Sampling daily, monitoring currents, and close communication with Denmark and Sweeden.",,,"Kleiven, Mona Ring"
14682,NO-25-017,2025,NORWAY,,Approved,,2025-09-25,,,2025-06-02,2025-07-28,,,,,65.03,10.52,Valsholmen,,NO-05,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,561-400 µg/kg,NULL,,Modiolus modiolus,,,,,PSP,,alexandrium spp,Saxitoxin,561 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
14674,NO-25-010,2025,NORWAY,,Approved,,2025-07-21,,,2025-03-24,2025-06-23,,,,,62.503611,6.475,"Mørkesetsundet, Ålesund",,NO-08,,Yes,Norwegian Food Safety Autority monitoring program,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,PSP: 2943-1139 µg/kg and AZA: 213 µg/kg,NULL,,Mytilus edulis,Alexandrium tamarense,Alexandrium tamarense [9760 cells/L] (week 14),Alexandrium spp.; Alexandrium minutum,Alexandrium spp. [7920 cells/L] (week 14); Alexandrium minutum [200 cells/L] (week 23),OTHER; PSP,,Azadinium ; alexandrium spp,Saxitoxin,2943 µg/kg,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Harvesting was locally banned. The public was warned against picking toxic mussels.,,,"Kleiven, Mona Ring"
